dataset_name,kpi,is_kpi,dtype,domain,description
manufacturing_trends_15,inventory_turnover,1,float,manufacturing,KPI measuring inventory turnover in manufacturing domain.
public_government_campaign_performance,date,0,string,public_government,Supporting attribute representing date.
finance_fintech_policy_admin_37,revenue,1,float,finance_fintech,KPI measuring revenue in finance fintech domain.
finance_monitoring,liquidity_coverage_ratio,1,int,finance,KPI measuring liquidity coverage ratio in finance domain.
healthcare_pharma_cost_reporting_42,patient_satisfaction_score,1,float,healthcare_pharma,KPI measuring patient satisfaction score in healthcare pharma domain.
supplychain_logistics_product_analytics_14,country,0,date,supplychain_logistics,Supporting attribute representing country.
hr_performance,employee_retention_rate,1,float,hr,KPI measuring employee retention rate in hr domain.
manufacturing_adv_reliability_metrics_8,defect_rate,1,float,manufacturing_adv,KPI measuring defect rate in manufacturing adv domain.
ai_datascience_sustainability_index,channel,0,date,ai_datascience,Supporting attribute representing channel.
cybersecurity_campaign_performance,date,0,string,cybersecurity,Supporting attribute representing date.
banking_insurance_product_analytics_8,customer_retention_percent,1,float,banking_insurance,KPI measuring customer retention percent in banking insurance domain.
hr_kpi_table,segment,0,date,hr,Supporting attribute representing segment.
saas_it_policy_admin,customer_churn_rate,1,int,saas_it,KPI measuring customer churn rate in saas it domain.
supplychain_logistics_trial_registry_22,segment,0,int,supplychain_logistics,Supporting attribute representing segment.
devops_reporting,date,0,int,devops,Supporting attribute representing date.
banking_insurance_engagement_analytics,id,0,date,banking_insurance,Supporting attribute representing id.
finance_fintech_shipment_tracking_36,id,0,string,finance_fintech,Supporting attribute representing id.
supplychain_logistics_transactions,transport_time,1,int,supplychain_logistics,KPI measuring transport time in supplychain logistics domain.
agriculture_agritech_shipment_tracking,location,0,int,agriculture_agritech,Supporting attribute representing location.
saas_it_transactions,feature_adoption_rate,1,float,saas_it,KPI measuring feature adoption rate in saas it domain.
supplychain_logistics_sustainability_index,location,0,string,supplychain_logistics,Supporting attribute representing location.
hr_operations,country,0,string,hr,Supporting attribute representing country.
agriculture_agritech_trial_registry_41,segment,0,string,agriculture_agritech,Supporting attribute representing segment.
public_government_reliability_metrics,channel,0,date,public_government,Supporting attribute representing channel.
healthcare_pharma_policy_admin,channel,0,string,healthcare_pharma,Supporting attribute representing channel.
education_edtech_fraud_monitoring_7,student_engagement_level,1,int,education_edtech,KPI measuring student engagement level in education edtech domain.
sales_marketing_policy_admin,region,0,int,sales_marketing,Supporting attribute representing region.
banking_insurance_efficiency_dashboard,nonperforming_assets_ratio,1,int,banking_insurance,KPI measuring nonperforming assets ratio in banking insurance domain.
transport_automotive_transactions,country,0,int,transport_automotive,Supporting attribute representing country.
telecom_clinical_outcomes,date,0,int,telecom,Supporting attribute representing date.
hr_kpi_table_15,workforce_productivity_index,1,float,hr,KPI measuring workforce productivity index in hr domain.
banking_insurance_claims_4,timestamp,0,string,banking_insurance,Supporting attribute representing timestamp.
manufacturing_metrics_31,order_fulfillment_time,1,float,manufacturing,KPI measuring order fulfillment time in manufacturing domain.
sales_kpi_table,sales_growth_rate,1,int,sales,KPI measuring sales growth rate in sales domain.
healthcare_pharma_student_performance,id,0,int,healthcare_pharma,Supporting attribute representing id.
manufacturing_adv_cost_reporting_48,production_downtime,1,float,manufacturing_adv,KPI measuring production downtime in manufacturing adv domain.
telecom_shipment_tracking_19,network_downtime_percent,1,float,telecom,KPI measuring network downtime percent in telecom domain.
public_government_policy_admin,date,0,int,public_government,Supporting attribute representing date.
transport_automotive_course_outcomes,fuel_efficiency_per_vehicle,1,int,transport_automotive,KPI measuring fuel efficiency per vehicle in transport automotive domain.
energy_sustainability_clinical_outcomes,id,0,string,energy_sustainability,Supporting attribute representing id.
supplychain_logistics_shipment_tracking_36,channel,0,int,supplychain_logistics,Supporting attribute representing channel.
saas_it_product_analytics_18,deployment_frequency,1,float,saas_it,KPI measuring deployment frequency in saas it domain.
logistics_operations,location,0,int,logistics,Supporting attribute representing location.
manufacturing_adv_claims_47,overall_equipment_effectiveness,1,int,manufacturing_adv,KPI measuring overall equipment effectiveness in manufacturing adv domain.
ai_datascience_fraud_monitoring,model_drift_index,1,float,ai_datascience,KPI measuring model drift index in ai datascience domain.
education_edtech_trial_registry,segment,0,int,education_edtech,Supporting attribute representing segment.
ecommerce_retail_campaign_performance,customer_retention_rate,1,int,ecommerce_retail,KPI measuring customer retention rate in ecommerce retail domain.
hr_adv_claims_20,employee_turnover_rate,1,float,hr_adv,KPI measuring employee turnover rate in hr adv domain.
public_government_customer_segments,country,0,date,public_government,Supporting attribute representing country.
energy_sustainability_course_outcomes,country,0,string,energy_sustainability,Supporting attribute representing country.
education_edtech_shipment_tracking_30,student_retention_rate,1,int,education_edtech,KPI measuring student retention rate in education edtech domain.
logistics_benchmarking_15,id,0,string,logistics,Supporting attribute representing id.
ecommerce_retail_risk_analytics_49,date,0,date,ecommerce_retail,Supporting attribute representing date.
finance_historical,operating_leverage,1,float,finance,KPI measuring operating leverage in finance domain.
ai_datascience_engagement_analytics,date,0,int,ai_datascience,Supporting attribute representing date.
ai_datascience_cost_reporting,id,0,string,ai_datascience,Supporting attribute representing id.
agriculture_agritech_efficiency_dashboard_7,irrigation_utilization,1,int,agriculture_agritech,KPI measuring irrigation utilization in agriculture agritech domain.
banking_insurance_engagement_analytics,country,0,string,banking_insurance,Supporting attribute representing country.
finance_fintech_campaign_performance,location,0,int,finance_fintech,Supporting attribute representing location.
logistics_monitoring,timestamp,0,string,logistics,Supporting attribute representing timestamp.
hr_adv_orders_4,timestamp,0,string,hr_adv,Supporting attribute representing timestamp.
transport_automotive_cost_reporting,id,0,int,transport_automotive,Supporting attribute representing id.
supplychain_logistics_shipment_tracking,channel,0,string,supplychain_logistics,Supporting attribute representing channel.
realestate_construction_usage_telemetry,country,0,string,realestate_construction,Supporting attribute representing country.
sales_performance,average_deal_size,1,int,sales,KPI measuring average deal size in sales domain.
finance_fintech_fraud_monitoring,cost_to_income_ratio,1,int,finance_fintech,KPI measuring cost to income ratio in finance fintech domain.
energy_sustainability_cost_reporting,power_utilization_efficiency,1,int,energy_sustainability,KPI measuring power utilization efficiency in energy sustainability domain.
supplychain_logistics_policy_admin,country,0,string,supplychain_logistics,Supporting attribute representing country.
sales_marketing_cost_reporting,id,0,int,sales_marketing,Supporting attribute representing id.
manufacturing_analytics,machine_utilization,1,float,manufacturing,KPI measuring machine utilization in manufacturing domain.
banking_insurance_risk_analytics,policy_claim_settlement_time,1,int,banking_insurance,KPI measuring policy claim settlement time in banking insurance domain.
cybersecurity_campaign_performance,channel,0,date,cybersecurity,Supporting attribute representing channel.
manufacturing_kpi_table,overall_equipment_effectiveness,1,int,manufacturing,KPI measuring overall equipment effectiveness in manufacturing domain.
sales_trends,date,0,string,sales,Supporting attribute representing date.
finance_monitoring_24,ebitda_margin,1,float,finance,KPI measuring ebitda margin in finance domain.
